CourseName,Description,Mean,subject
CHLH 206,"Credit: 2 hours.
Course Description: Utilizes a multi-disciplinary approach to examine diverse physiological and behavioral aspects of human sexuality. Key topics include sexual anatomy and development; gender and sexual expression; birth control; conception, pregnancy and childbirth; sexually transmitted infections; sexual assault and exploitation.
",3.3551129262142307,CHLH
IB 534,"Credit: 4 hours.
Course Description: Explores how human health is inseparably tied to our evolutionary history. Principles that apply to human health include evolutionary processes, e.g. natural selections, as well as molecular evolution, human evolution, and evolutionary-developmental biology. Explores how these principles can be applied to understand human nutrition and metabolism, reproduction, disease and stress, and behavior. These principles assist physicians, researchers, and the general public in understanding how natural selection has acted on humans over time and left us vulnerable to disease and injury. In this course, students also produce teaching materials for their classrooms.
",3.928235294117647,IB
PSYC 331,"Credit: 4 hours.
Course Description: Examination of the methods used to study human thought processes, including attention, memory, decision-making, language and concepts. Students will learn to design, carry out, and report research in cognitive psychology.
Prerequisite: PSYC 224 or PSYC 248; PSYC 235.",3.2603359173126614,PSYC
ENGL 120,"Credit: 3 hours.
Course Description: Introduction to the study of science fiction, the genre that has both contributed to scientific knowledge and attempted to make sense of the changes that have taken place in the world since the Enlightenment, the onset of industrialization, and the acceleration of technology. Texts are taken from a variety of literary and pop culture sources: pulps and magazines, novels and films, comics and TV shows.
",3.46,ENGL
MSE 474,"Credit: 3 hours.
Course Description: Design and synthesis of polymeric biomaterials and nanobiomaterials for their applications in drug and gene delivery. Part (1) fundamental biopolymer synthesis: functional group protection and de-protection; bioconjugation; protein pegylation and design and synthesis of natural and synthetic non-degradable and degradable polymers, hydrogels, bio-inspired materials, and stimuli responsive biomaterials. Part (2) preparation of nanomedicines for drug and gene delivery: nanofabritation of micelles, nanoparticles, protein conjugates, drug conjugates, nanoencapsulates, and polymeric vesicles; in-vitro and in-vivo small-molecule, gene, and protein delivery. Impact of the chemical structures of biopolymers on the stability, biocompatibility, toxicity, and in-vitro and in-vivo efficacy; clinical translation of the resulting nanomedicines in drug delivery.
Prerequisite: CHEM 236 or MSE 457; MCB 450.",3.638491620111732,MSE
CHEM 460,,3.246521739130435,CHEM
TAM 195,"Credit: 1 hours.
Course Description: Introduction to engineering mechanics and its role in modern engineering analysis and design. Project activity.
",3.424158249158249,TAM
CEE 498,"Credit: 1 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in civil and environmental engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.7366666666666655,CEE
MCB 199,"Credit: 1 TO 5 hours.
Course Description: 
",3.727727272727273,MCB
IS 390,,3.472068965517241,IS
HIST 356,,3.3691489361702125,HIST
REL 286,,3.613265306122449,REL
CHLH 415,"Credit: 3 OR 4 hours.
Course Description: Explores the various factors that impact the health of populations around the world. Political, cultural, social, environmental and other domains will be examined in relation to how they affect the health of residents of various countries.
",3.453910256410256,CHLH
GEOL 512,,3.69904761904762,GEOL
CEE 409,"Credit: 3 OR 4 hours.
Course Description: Railroad track engineering concepts including track component and system design, construction, evaluation, maintenance, load distribution, and wheel-rail interaction. Design and analysis tools for railroad track engineering and maintenance. Field trip to observe railroad track system and components.
Prerequisite: CEE 310.",3.4984756097560976,CEE
HRE 535,,3.817843137254902,HRE
CMN 432/GWS 432/LING 432,"Credit: 3 OR 4 hours.
Course Description: Study of interactive relationships between gender and communication in contemporary American society. Examines how gender identity and expression are influenced by race, ethnicity, culture, age, ability, class, faith and other social characteristics. Explores how communication in social contexts creates and perpetuates gender roles.
",3.8374590163934426,CMN
ANSC 409,"Credit: 3 hours.
Course Description: Fundamental biological principles that influence composition, processing, preservation, and quality of meat and meat products.
Prerequisite: ANSC 221, IB 100, or equivalent, and CHEM 102.",3.590680272108844,ANSC
REES 201,"Credit: 3 hours.
Course Description: Interdisciplinary survey of Eastern Europe focusing mostly on the 20th century to the present, exploring issues of nationalism, socialism, post socialism and EU accession. Focuses on Central Europe and the Balkans, but also references the Baltic States, Belarus, Ukraine, and Russia. Students will learn about the region using perspectives and methodology from historical, economic, political, sociological and anthropological texts.
",3.827590361445783,REES
MUS 450,,3.952380952380953,MUS
ADV 490,"Credit: 1 TO 3 hours.
Course Description: Covers current issues in various advertising areas not studied extensively in other courses.
Prerequisite: Announced separately for each topic. Restricted to students with Junior, Senior, or Graduate class standing.",2.92,ADV
ANSC 322,,3.099014084507042,ANSC
UP 509,,3.667272727272727,UP
