YearTerm,Primary Instructor,CourseFull,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2015-fa,"Elliott, Gregory S",AE 460,0,59,26,16,5,0,0,0,0,0,0,0,0,0
2015-fa,"Gao, Xingxin",AE 483,5,30,29,9,11,2,1,0,2,0,1,0,1,1
2015-fa,"McMillion, Desiree Y",AFRO 100,8,8,16,2,5,6,1,3,1,2,0,0,0,0
2015-fa,"McDuffie, Erik S",AFRO 101/HIST 174,5,11,14,13,9,1,0,0,2,0,0,0,0,1
2015-fa,"McKee, Malaika W",AFRO 226/GWS 226/SOC 223,2,6,2,6,3,0,3,0,0,0,0,0,0,0
2015-fa,"Basu, Manisha",AFST 210/CWL 210/ENGL 211,0,4,8,4,5,1,1,1,0,0,0,0,0,0
2015-fa,"Flure, Leia E",AGCM 220/ENVS 220/NRES 220,9,10,4,1,3,0,0,0,0,0,0,0,1,0
2015-fa,"Reisner, Ann E",AGCM 430/ENVS 430/NRES 430,4,4,10,3,3,1,0,0,0,0,1,0,0,0
2015-fa,"Burgoon, Lisa A",AGED 260,27,54,30,24,16,12,6,7,3,4,1,0,2,0
2015-fa,"Smist, Jennifer A",AGED 260,0,12,6,2,0,0,0,2,0,0,0,0,0,0
2015-fa,"Korte, Debra S",AGED 280,4,15,3,2,4,0,1,2,0,0,0,0,0,0
2015-fa,"Suarez, Cecilia E",AGED 340,8,11,8,2,3,0,1,0,1,0,0,0,0,0
2015-fa,"Rosch, David M",AGED 380,10,19,20,2,5,1,0,0,0,0,0,0,0,0
2015-fa,"Suarez, Cecilia E",AGED 380,9,16,6,3,1,2,0,0,0,0,0,0,1,0
2015-fa,"Carter, Alison",ANTH 101,13,33,78,43,59,38,28,40,25,8,2,2,10,9
2015-fa,"Finley, Amaziah Z",ANTH 103,2,14,23,5,9,6,6,4,1,0,3,1,7,0
2015-fa,"Ghaderi, Anoosheh",FR 101,3,7,7,0,4,0,1,1,0,0,0,0,0,0
2015-fa,"Stallmeyer, John C",ARCH 577,0,6,15,10,12,12,9,4,0,0,0,0,0,0
2015-fa,"Cilingiroglu, Idil",ART 105,4,11,16,3,1,2,0,1,0,0,0,0,0,0
2015-fa,"Salehi Vishkaie, Rojin",ART 105,4,16,5,8,0,0,0,0,0,0,0,0,0,0
2015-fa,"Squier, Joseph C",ART 105,2,46,11,4,2,0,0,2,0,0,0,0,0,0
2015-fa,"Kilps, Nathan D",ART 202,3,20,2,1,0,0,0,0,0,0,0,0,0,0
2015-fa,"Stabler, Albert",ART 202,13,31,1,0,0,0,2,0,0,0,0,0,0,0
2015-fa,"Cilingiroglu, Idil",ART 299,1,12,10,2,0,1,0,2,0,0,0,0,2,0
2015-fa,"McCluske, Marit",ART 310,1,26,8,4,0,1,0,0,0,0,0,0,1,0
2015-fa,"McDonagh, Deana C",ARTD 201,0,8,19,8,2,2,0,0,0,0,0,0,1,0
2015-fa,"Benson, Eric",ARTD 215,1,4,8,6,2,0,0,1,0,0,0,0,0,0
2015-fa,"Bullock, William C",ARTD 225,0,0,8,2,13,5,0,4,0,1,1,0,2,0
2015-fa,"Reeder, Kevin",ARTD 225,0,2,3,9,11,5,1,0,1,2,0,0,3,0
2015-fa,"Bullock, William C",ARTD 301,0,4,7,6,5,3,3,2,1,0,0,1,2,0
2015-fa,"McDonagh, Deana C",ARTD 328,0,13,16,7,0,0,0,0,0,0,0,0,0,0
2015-fa,"Weightman, David I",ARTD 426,6,7,8,8,3,0,0,0,0,0,0,0,0,0
2015-fa,"Kienke, Christopher",ARTF 101,8,41,22,7,9,4,5,2,4,1,3,1,0,1
2015-fa,"Richter, Sarah D",ARTH 113,2,5,2,8,1,2,0,1,1,2,0,0,0,0
2015-fa,"Seifert, Melissa D",ARTH 113,0,6,9,13,2,6,1,3,2,1,0,1,0,0
2015-fa,"Burns, Jennifer",ARTH 127,1,16,1,3,0,0,0,0,0,0,0,0,0,0
2015-fa,"Rosenthal, Lisa",ARTH 235,0,3,8,6,4,3,1,0,1,0,0,0,1,0
2015-fa,"Romberg, Kristin",ARTH 241,0,10,6,6,7,1,0,0,0,0,0,0,2,0
2015-fa,"Weissman, Terri",ARTH 257,0,8,12,2,18,7,3,4,0,0,2,0,0,0
2015-fa,"Vazquez, Oscar",ARTH 260/LLS 260,2,7,20,23,15,14,4,6,2,2,0,1,1,0
2015-fa,"Burkus-Chasson, Anne",ARTH 402/EALC 402,3,10,1,4,5,6,3,0,0,0,0,0,0,0
2015-fa,"Cross, Courtney C",ARTS 250,1,4,7,2,1,2,2,1,1,0,0,0,0,0
2015-fa,"Dunne, Bryan C",ASTR 100,22,101,96,45,59,38,24,23,8,4,8,2,11,3
2015-fa,"Burns, Jennifer",ART 100,1,4,20,18,8,4,4,1,0,1,0,0,1,0
2015-fa,"Krishnan, Sudarshan",ARCH 502,2,23,16,16,4,10,1,0,0,0,0,0,0,0
2015-fa,"Fennell, Christopher",ANTH 106/AFRO 106,2,7,8,3,10,2,2,2,0,0,0,1,0,1
2015-fa,"Lapunzina, Alejandro",ARCH 468,0,10,12,2,2,1,1,0,0,0,0,0,1,0
2015-fa,"Clancy, Kathryn B",ANTH 143/HDFS 143,215,542,176,76,100,36,20,26,7,2,12,4,14,7
2015-fa,"Rosas, Gilberto",ANTH 160,4,4,5,6,14,10,1,1,0,1,0,0,1,0
2015-fa,"Silverman, Helaine I",ANTH 180,42,59,17,19,40,11,18,20,8,0,13,0,2,2
2015-fa,"Butler, Amanda J",ANTH 220,0,7,3,5,1,3,1,0,0,1,0,0,1,0
2015-fa,"Kramer, Elise A",ANTH 230,2,6,6,4,2,0,1,0,0,0,0,0,1,0
2015-fa,"Malhi, Ripan S",ANTH 246,1,159,39,21,28,4,5,13,2,1,2,1,10,1
2015-fa,"Gottlieb, Alma J",ANTH 262/GWS 262,0,2,2,7,10,3,3,1,0,0,0,0,1,0
2015-fa,"Zobler, Kari A",ANTH 277,6,7,9,2,3,1,0,0,1,0,0,0,0,1
2015-fa,"Farnell, Brenda M",ANTH 399,4,14,5,4,0,0,0,1,0,0,0,0,0,0
2015-fa,"Saadah, Eman",ARAB 150/SAME 150,41,25,6,5,3,2,0,2,1,1,0,1,4,1
2015-fa,"Alshabeeb, Fahimah J",ARAB 403,11,4,0,3,2,2,0,0,0,0,0,0,0,0
2015-fa,"Andrejasich, Michael J",ARCH 101,40,65,19,15,16,6,3,2,0,0,0,1,0,3
2015-fa,"Deutsch, Randall",ARCH 231,0,63,0,0,38,0,0,13,0,0,4,0,3,0
2015-fa,"Emmons, David J",ARCH 271,0,13,18,33,21,11,6,6,2,1,1,0,2,0
2015-fa,"Strand, Richard K",ARCH 341,0,8,7,9,13,10,4,4,4,2,4,1,3,0
2015-fa,"Boubekri, Mohamed",ARCH 342,1,3,7,5,11,7,9,5,3,3,1,1,1,0
2015-fa,"Mitalski, Marc A",ARCH 351,14,18,24,20,13,7,7,1,1,0,1,0,3,0
2015-fa,"Grossman, Heather E",ARCH 407,0,0,9,6,4,1,1,0,0,0,0,0,0,0
2015-fa,"Martinez Martin, Raul",ARCH 409,0,0,4,7,9,6,1,0,1,0,0,0,0,0
2015-fa,"Senseney, John R",ARCH 410/CLCV 410,1,6,0,2,3,5,1,6,0,0,1,0,1,0
2015-fa,"Senseney, John R",ARCH 411/CLCV 411,5,8,0,3,3,1,0,6,2,0,1,0,1,1
2015-fa,"Grossman, Heather E",ARCH 412/MDVL 412,0,1,8,10,6,6,5,3,2,0,0,0,1,0
2015-fa,"Burns, Jennifer",ARCH 417,3,19,7,11,6,1,0,0,0,1,0,1,0,0
2015-fa,"Aminmansour, Abbas",ARCH 451,17,12,11,5,9,5,4,6,4,0,0,0,6,0
2015-fa,"Kansler, Jeffrey C",ARCH 451,3,8,1,3,2,5,0,2,2,0,1,0,1,0
2015-fa,"Woodard, Brian S",AE 100,1,18,10,5,4,1,0,0,0,0,0,1,0,0
2015-fa,"Meron, Shachar",ADV 498,0,39,11,1,2,0,0,0,0,0,0,0,0,0
2015-fa,"Kaplan, Justine",CHLH 101,31,38,18,15,11,9,5,5,3,0,1,0,2,0
2015-fa,"Ciconte, William",ACCY 415,0,14,18,22,8,16,5,4,0,0,0,0,0,1
2015-fa,"Brown, Timothy J",ACCY 303,7,32,26,15,28,6,9,7,0,0,1,0,0,0
2015-fa,"Li, Wei",ACCY 303,3,17,23,25,5,1,2,3,0,1,1,3,1,1
2015-fa,"Estep, Cassandra R",ACCY 304,0,4,8,12,6,4,0,0,0,0,0,0,0,0
2015-fa,"Koo, Seung Hyun",ACCY 304,3,24,12,22,12,5,2,3,2,1,1,2,0,1
2015-fa,"Wang, Wei",ACCY 304,0,16,27,28,18,3,3,2,0,1,1,0,1,0
2015-fa,"Bauer, Andrew M",ACCY 312,2,18,15,15,12,7,2,3,1,0,2,0,0,0
2015-fa,"Donohoe, Michael P",ACCY 312,6,19,21,32,10,2,2,2,2,3,0,2,1,0
2015-fa,"Snyder, R William",ACCY 312,2,10,6,8,4,0,2,2,1,0,0,0,0,0
2015-fa,"Bauer, Timothy D",ACCY 405,1,6,15,20,9,4,2,1,0,0,0,0,0,0
2015-fa,"Thompson, Anne M",ACCY 405,0,5,31,16,17,7,4,0,1,0,0,0,0,0
2015-fa,"Kustanovich, Michael",ACCY 410,2,28,21,13,15,14,4,2,0,0,2,0,0,0
2015-fa,"Steward, Cynthia G",ACCY 410,10,4,7,9,6,13,3,4,0,1,0,0,0,0
2015-fa,"Bodtke, James E",ACCY 451,0,4,7,4,7,1,0,0,0,0,0,0,0,0
2015-fa,"Sar, Sela",ADV 483,1,6,33,5,3,0,1,2,0,0,0,0,0,0
2015-fa,"Davis, Gregory L",ACCY 500,0,15,23,27,21,6,4,2,0,0,0,0,0,0
2015-fa,"Sandretto, Michael J",ACCY 500,4,31,30,2,0,0,0,0,0,0,0,0,0,0
2015-fa,"Schwartz, Rachel",ACCY 502,11,41,15,18,14,1,2,0,0,0,1,0,0,0
2015-fa,"Fan, Qintao",ACCY 503,4,19,20,9,8,7,0,0,0,0,0,0,0,0
2015-fa,"Chatterton, Angel",ACCY 504,0,21,37,23,19,7,1,2,0,0,0,0,0,0
2015-fa,"Cox, Sharon P",ACCY 505,7,37,47,35,16,4,0,0,0,0,1,0,0,0
2015-fa,"Steward, Cynthia G",ACCY 510,1,16,40,13,8,0,1,0,0,0,0,0,0,0
2015-fa,"Abdel-Khalik, Ahmed R",ACCY 511,0,8,20,20,8,2,0,0,0,0,0,0,0,0
2015-fa,"Hecht, Gary W",ACCY 512,0,26,23,22,11,5,0,1,0,0,0,0,0,0
2015-fa,"Wu, Martin G",ACCY 512,24,60,24,31,19,14,0,1,0,0,0,0,0,0
2015-fa,"Chatterton, Angel",ACCY 515,0,0,2,6,9,3,1,0,0,0,0,0,0,0
2015-fa,"Hobson, Jessen L",ACCY 515,0,31,23,31,17,7,0,0,1,0,0,0,0,0
2015-fa,"Garza, Brent A",ACCY 302,1,5,5,10,7,1,2,0,0,0,0,0,0,1
2015-fa,"Chen, Xiaoling",ACCY 302,2,12,23,28,30,16,1,0,0,0,0,0,0,1
2015-fa,"Autrey, Romana L",ACCY 302,1,24,24,18,23,11,4,5,0,0,0,0,1,1
2015-fa,"Wang, Zhiguang",ACCY 301,4,20,17,21,20,10,2,3,2,0,0,0,1,0
2015-fa,"Lee, Sang S",AAS 100,1,13,5,1,3,3,1,0,0,0,0,0,1,1
2015-fa,"Peralta, Christine N",AAS 100,0,19,1,2,1,1,0,0,0,0,1,0,0,0
2015-fa,"Cacho, Lisa M",AAS 215/AFRO 215/AIS 295/GWS 215/LLS 215,1,3,5,4,1,6,1,3,2,1,1,1,0,0
2015-fa,"Green, Angela R",ABE 100,0,27,0,0,11,0,0,2,0,0,0,0,0,0
2015-fa,"Kalita, Prasanta K",ABE 199,2,18,0,1,0,0,0,0,0,0,0,0,0,0
2015-fa,"Grift, Tony E",ABE 223,1,29,9,10,7,0,4,1,0,1,0,1,0,0
2015-fa,"Kalita, Prasanta K",ABE 224,19,30,0,4,0,0,1,2,0,0,0,0,3,0
2015-fa,"Davidson, Paul C",ABE 430/TSM 430,0,119,9,2,1,0,0,0,0,0,0,0,1,0
2015-fa,"Hansen, Alan C",ABE 466,2,11,11,2,0,2,0,1,1,0,0,0,1,0
2015-fa,"Singh, Vijay",ABE 488,6,9,5,4,3,0,2,0,0,0,0,0,0,0
2015-fa,"Silhan, Peter A",ACCY 200,5,81,65,44,37,25,28,11,14,7,3,1,0,0
2015-fa,"Cantieri, Kristen E",ACCY 201,12,9,7,8,6,8,3,2,1,0,2,0,1,0
2015-fa,"Dieckman, Carissa M",ACCY 201,5,11,7,4,6,12,7,5,2,0,0,0,4,0
2015-fa,"Ditman, Stephen M",ACCY 201,7,12,9,7,9,3,3,3,2,0,0,0,2,0
2015-fa,"Harris, Matthew C",ACCY 201,10,14,8,6,2,7,5,3,2,0,1,0,1,1
2015-fa,"Nagle, Amy E",ACCY 201,10,6,9,7,10,8,4,2,3,0,2,0,2,0
2015-fa,"Rallo, Tyler M",ACCY 201,5,8,7,9,5,7,2,7,2,0,0,0,1,4
2015-fa,"Schwarzhaupt, Michael C",ACCY 201,4,13,6,7,6,10,4,2,4,0,2,0,4,0
2015-fa,"Shannon, Ryan P",ACCY 201,9,9,6,7,6,13,1,3,3,0,2,0,2,1
2015-fa,"Wojnarowski, Michelle L",ACCY 201,6,7,7,6,5,12,3,4,3,0,1,0,3,1
2015-fa,"Grembowski, Tessa V",ACCY 202,19,24,3,9,10,1,1,4,1,0,0,0,3,2
2015-fa,"Shanahan, Michael J",ACCY 202,4,11,2,10,7,0,5,1,0,0,0,0,0,0
2015-fa,"Stieren, Brandon K",ACCY 202,11,18,2,18,15,5,3,10,1,0,1,0,0,0
2015-fa,"Finnegan, Thomas",ACCY 301,2,14,19,36,23,15,3,3,0,0,0,0,0,0
2015-fa,"Sougiannis, Theodore",ACCY 301,1,4,15,17,18,12,5,1,0,0,0,0,0,0
2015-fa,"Ibrahim, Adel Nematallah",ACCY 517,0,30,22,26,16,15,3,3,0,0,0,0,0,1
2015-fa,"Sternburg, Thomas",ACCY 551,0,7,3,8,1,2,0,0,0,0,0,0,0,0
2015-fa,"Selin, Dmitry",ACCY 552,5,4,4,4,5,2,0,0,0,0,0,0,0,0
2015-fa,"Arends-Kuenning, Mary P",ACE 471,14,7,4,0,1,0,0,0,0,0,0,0,0,0
2015-fa,"Crost, Benjamin",ACE 564,1,15,9,3,1,2,0,0,0,0,0,0,0,0
2015-fa,"Kesan, Jay P",ACE 592,0,7,6,6,2,0,0,1,0,0,0,0,0,0
2015-fa,"Granger, Kyle L",ACES 101,63,11,5,4,5,1,0,0,0,0,0,0,0,0
2015-fa,"Hamann, Angela N",ACES 101,10,11,3,1,2,0,1,1,0,0,0,0,1,0
2015-fa,"Heinrichs, Pamela A",ACES 101,36,29,10,4,1,2,1,1,2,0,0,0,1,1
2015-fa,"Luchini, Virginia",ACES 101,33,12,8,2,1,0,1,0,0,0,0,0,0,0
2015-fa,"Sloffer, Elizabeth M",ACES 101,6,3,9,1,2,0,1,1,1,0,1,0,0,0
2015-fa,"Tran, Steve",ACES 101,15,5,1,2,0,1,1,0,0,0,0,0,0,0
2015-fa,"Wooten, Jessica M",ACES 101,13,6,6,1,1,1,1,0,0,0,0,0,0,1
2015-fa,"Yin, Yun",ACES 101,5,10,3,0,1,2,0,1,0,1,0,0,1,0
2015-fa,"Reid, Debra A",ACES 179,3,9,8,4,13,3,1,4,0,1,1,1,2,0
2015-fa,"Hall, Steven R",ADV 150,40,171,18,16,77,9,5,29,0,1,4,0,8,1
2015-fa,"Sar, Sela",ADV 281,0,4,30,18,26,6,5,2,0,0,0,0,0,0
2015-fa,"Raquel, Steve A",ADV 283,0,46,44,7,1,0,0,0,0,0,0,0,0,0
2015-fa,"Das, Susmita",ADV 284,0,3,11,11,14,9,1,0,0,0,0,0,0,0
2015-fa,"Duff, Brittany",ADV 284,1,27,11,7,2,0,1,0,0,1,0,0,0,0
2015-fa,"Yao, Mike Z",ADV 310,9,23,22,10,12,7,2,8,8,3,2,0,1,0
2015-fa,"Chambers, Jason P",ADV 312,0,3,11,7,3,1,2,1,0,0,0,0,2,0
2015-fa,"Sheldon, Peter S",ADV 390,0,6,11,17,37,27,16,10,2,1,0,0,0,0
2015-fa,"Cate, Shannon L",ADV 393,27,13,13,4,1,1,0,1,0,0,0,0,0,0
2015-fa,"Clifton, Rhiannon L",ADV 409,0,5,5,16,0,0,0,1,0,0,0,0,0,0
2015-fa,"Wirtz, John",ADV 410,1,10,11,5,22,5,2,0,1,0,0,0,0,1
2015-fa,"Ham, Chang Dae",ADV 460,0,60,18,13,6,4,0,0,0,0,0,0,0,0
2015-fa,"Vargas, Patrick T",ADV 478,1,4,0,0,9,0,4,2,1,0,0,0,0,0
2015-fa,"Clifton, Rhiannon L",ADV 483,0,2,11,19,15,3,3,2,0,0,0,0,0,0
2015-fa,"Crost, Benjamin",ACE 562,3,19,12,5,4,0,0,0,0,0,0,0,0,0
2015-fa,"Baylis, Katherine R",ACE 455,16,12,8,8,8,4,2,3,0,1,0,1,1,0
2015-fa,"Engle, Howard S",ACCY 554,3,5,4,5,7,0,0,0,0,0,0,0,0,0
2015-fa,"Allen-Smith, Joyce E",ACE 454,3,4,0,4,14,5,0,4,0,2,1,0,0,0
2015-fa,"Chorvat, Elizabeth A",ACCY 556,0,4,6,9,2,0,0,0,0,0,0,0,0,0
2015-fa,"Whitlock, Brian T",ACCY 558,3,14,4,2,1,0,0,0,0,0,0,0,0,0
2015-fa,"Gundersen, Lisa C",ACE 100,4,12,20,13,36,17,19,18,8,8,8,10,7,1
2015-fa,"Lo, Alexander C",ACE 161,0,99,0,0,31,0,0,8,0,0,1,0,4,1
2015-fa,"Rogalla, Valerie",ACE 161,0,124,0,0,43,0,0,13,0,0,5,0,1,3
2015-fa,"Barnard, Jessa M",ACE 199,0,20,1,1,1,0,0,0,0,0,0,0,0,0
2015-fa,"Coppess, Jonathan",ACE 199,5,6,3,4,3,1,0,0,0,0,0,0,0,0
2015-fa,"Christensen, Peter",ACE 210/ECON 210/ENVS 210/NRES 210/UP 210,9,18,21,25,27,23,6,12,4,5,0,1,2,0
2015-fa,"Stoddard, Paul B",ACE 222,28,62,22,22,22,11,7,6,2,1,0,0,2,0
2015-fa,"Stoddard, Paul B",ACE 240,9,45,36,22,24,10,3,7,4,1,7,2,3,1
2015-fa,"Winter-Nelson, Alex E",ACE 251,6,34,32,25,19,25,12,12,4,2,1,1,0,0
2015-fa,"Rouhi Rad, Mani",ACE 261,0,6,10,8,12,14,6,6,1,3,2,0,1,1
2015-fa,"Endres, A B",ACE 306,2,9,11,4,11,1,1,0,0,0,0,0,1,0
2015-fa,"Barnard, Jessa M",ACE 341,13,8,2,1,1,2,0,0,0,0,0,0,0,0
2015-fa,"Finnegan, Ann B",ACE 341,3,8,7,2,5,0,0,0,0,0,0,0,0,0
2015-fa,"Miller, Theresa S",ACE 341,0,19,2,1,0,0,0,0,0,0,0,0,0,0
2015-fa,"Paulson, Nicholas D",ACE 345,0,51,30,24,9,6,3,0,1,1,0,0,0,0
2015-fa,"Breen, John",ACE 346,8,25,13,8,8,2,0,0,0,0,0,0,0,0
2015-fa,"Baylis, Katherine R",ACE 411,11,6,9,6,5,3,1,3,0,0,0,1,0,0
2015-fa,"Mallory, Mindy L",ACE 427,0,8,8,15,15,6,1,3,0,0,0,0,0,0
2015-fa,"Peterson, Paul E",ACE 428,5,13,23,13,14,8,4,8,1,3,1,0,2,1
2015-fa,"Kuethe, Todd H",ACE 432,9,10,7,3,0,0,0,1,0,0,0,0,0,0
2015-fa,"Michelson, Hope C",ACE 435,6,17,19,14,20,8,3,2,3,0,0,0,0,0
2015-fa,"Schnitkey, Gary D",ACE 444,5,45,12,6,13,8,2,0,0,0,0,1,0,1
2015-fa,"Ellinger, Paul N",ACE 447,2,16,12,4,1,2,0,0,0,0,0,0,0,0
2015-fa,"Hardegree-Ullma, Emily E",ASTR 100,15,64,54,35,49,24,15,14,11,7,4,0,6,4
2015-fa,"Hardegree-Ullma, Emily E",ASTR 121,5,20,14,19,12,13,10,10,7,4,2,1,7,1
2015-fa,"Dunne, Bryan C",ASTR 122,25,44,23,25,29,6,9,8,2,4,1,0,2,0
2015-fa,"Gardoni, Paolo",CEE 598,3,15,5,1,0,0,0,0,0,0,0,0,0,1
2015-fa,"Mesri, Gholamreza",CEE 483,0,11,0,0,5,0,0,8,0,0,4,0,2,0
2015-fa,"Guest, Jeremy S",CEE 498,5,27,10,1,0,0,1,0,0,0,0,0,0,0
2015-fa,"Saat, Mohd R",CEE 498,8,14,3,0,0,1,0,0,0,0,0,0,0,0
2015-fa,"Stillwell, Ashlynn S",CEE 498,2,6,7,6,2,0,0,1,0,0,0,0,0,0
2015-fa,"Young, Brent D",CEE 498,0,61,16,3,0,0,0,0,0,0,0,0,0,0
2015-fa,"Lange, David A",CEE 507,4,14,5,2,4,1,1,0,0,0,0,0,0,0
2015-fa,"Al-Qadi, Imad L",CEE 508,1,4,11,5,4,4,0,3,0,0,0,0,0,0
2015-fa,"Liu, Liang Y",CEE 525,0,50,22,6,6,0,0,0,0,0,0,0,0,0
2015-fa,"LaFave, James M",CEE 560,1,6,9,10,2,1,0,0,0,0,0,0,0,0
2015-fa,"Akono, Ange-Therese",CEE 575/AE 521,2,11,4,3,1,0,0,0,0,0,0,0,1,0
2015-fa,"Olson, Scott M",CEE 590,2,4,4,5,6,0,0,0,0,0,0,0,0,0
2015-fa,"Fahnestock, Larry A",CEE 598,3,7,2,4,4,1,0,0,0,0,0,0,1,0
2015-fa,"Schmidt, Arthur R",CEE 598,4,17,1,0,3,0,0,0,0,0,0,0,0,0
2015-fa,"Kemball, Athol J",ASTR 122,11,9,1,1,1,0,0,0,0,0,0,0,0,0
2015-fa,"Higdon, Jonathan J",CHBE 221,5,20,10,15,18,13,12,17,4,0,1,0,2,1
2015-fa,"Yang, Hong",CHBE 221,1,7,5,2,11,6,14,10,7,0,4,0,8,2
2015-fa,"Kong, Hyun Joon",CHBE 321,8,21,17,18,24,15,7,2,0,0,0,0,0,1
2015-fa,"Diao, Ying",CHBE 421,2,18,12,10,11,9,23,18,7,0,1,0,2,2
2015-fa,"Rao, Christopher V",CHBE 422,6,9,1,5,12,1,2,3,2,0,0,0,0,0
2015-fa,"Kraft, Mary L",CHBE 424,0,18,2,4,16,2,1,9,1,0,0,0,2,1
2015-fa,"Henderson, Jerrod A",CHBE 430,0,13,4,3,6,27,13,5,2,0,0,0,0,0
2015-fa,"Vogel, Troy",CHBE 431,2,9,12,13,14,14,6,0,1,1,0,0,0,0
2015-fa,"Vogel, Troy",CHBE 440,0,6,23,27,22,11,8,0,0,1,0,0,2,0
2015-fa,"Zhao, Huimin",CHBE 473,1,11,0,0,13,0,0,7,0,0,4,2,2,0
2015-fa,"Harley, Brendan A",CHBE 475,0,6,13,6,7,6,3,1,0,0,0,0,0,0
2015-fa,"Schroeder, Charles M",CHBE 521,2,14,3,2,7,1,0,1,0,0,0,0,0,0
2015-fa,"Spencer, B F",CEE 472,16,24,19,15,9,9,3,2,0,0,0,0,0,0
2015-fa,"Lopez-Pamies, Oscar",CEE 471,4,9,7,12,22,13,2,2,2,3,0,0,1,0
2015-fa,"Duarte, Carlos A",CEE 470,4,8,16,15,11,6,4,4,1,0,1,0,2,0
2015-fa,"Abrams, Daniel P",CEE 465,2,6,8,13,7,9,1,1,0,1,1,0,0,0
2015-fa,"Cha, Eun Jeong",CEE 202,2,27,23,17,10,9,5,5,3,2,0,0,1,3
2015-fa,"Popovics, John S",CEE 300/TAM 324,0,5,14,8,33,15,3,4,3,2,0,2,1,1
2015-fa,"Tutumluer, Erol",CEE 310,3,10,10,9,13,18,11,4,2,7,1,0,2,0
2015-fa,"Young, Brent D",CEE 320,0,22,29,21,19,11,5,2,1,3,0,0,2,0
2015-fa,"Nguyen, Thanh H",CEE 330,0,17,48,31,20,13,7,6,0,0,0,0,0,0
2015-fa,"Bond, Tami C",CEE 340,1,9,18,16,13,2,1,0,0,0,0,0,0,0
2015-fa,"Konar, Megan",CEE 350,3,15,5,7,13,1,3,1,1,1,0,0,0,0
2015-fa,"Viswanath, Somashekar",CEE 360,9,12,16,23,20,15,9,6,2,1,3,2,5,1
2015-fa,"Hashash, Youssef M",CEE 380,4,3,10,8,3,7,9,2,2,6,2,0,2,2
2015-fa,"Mondal, Paramita",CEE 401,8,4,3,1,4,0,0,0,0,1,0,0,0,0
2015-fa,"Tutumluer, Erol",CEE 406,0,8,8,7,5,7,4,0,0,0,1,0,0,0
2015-fa,"Barkan, Christopher P",CEE 408,4,2,3,10,7,4,2,0,0,0,0,0,0,0
2015-fa,"Ruppert, Conrad J",CEE 409,7,22,0,5,0,0,0,0,0,0,0,0,0,0
2015-fa,"Benekohal, Rahim F",CEE 416,0,3,7,5,15,4,3,0,0,0,0,0,0,0
2015-fa,"El-Rayes, Khaled A",CEE 421,8,42,68,11,15,8,4,1,4,0,0,0,0,0
2015-fa,"Cai, Ximing",CEE 434,5,23,3,3,0,0,1,0,0,0,0,0,0,0
2015-fa,"Liu, Wen-Tso",CEE 437,2,5,7,11,1,2,3,0,0,0,0,0,0,0
2015-fa,"Espinosa Marzal, Rosa M",CEE 442,5,14,4,4,1,0,0,0,0,0,0,0,0,0
2015-fa,"Cusick, Roland",CEE 443,0,18,7,2,1,2,1,0,0,0,0,0,0,0
2015-fa,"Rood, Mark J",CEE 446,2,5,2,5,8,4,1,1,0,0,0,0,0,0
2015-fa,"Sivapalan, Murugesu",CEE 450,3,11,7,8,1,0,0,1,0,0,1,0,0,0
2015-fa,"Peschel, Joshua M",CEE 457,6,11,6,5,2,0,0,0,0,0,0,0,0,0
2015-fa,"Elbanna, Ahmed",CEE 460,0,63,15,11,6,4,0,0,1,0,0,0,0,0
2015-fa,"Gurfinkel, German",CEE 461,2,11,10,6,6,5,2,4,1,0,1,0,0,0
2015-fa,"Andrawes, Bassem O",CEE 463,2,31,14,10,14,5,2,3,2,1,0,0,0,1
2015-fa,"Adams, Gretchen",CHEM 101,2,49,26,43,48,46,40,25,14,13,5,4,9,2
2015-fa,"Trinh, Brian",CHEM 101,2,50,24,38,36,40,35,33,16,13,13,2,12,3
2015-fa,"Huang, Tina H",CHEM 102,11,55,37,66,71,65,79,72,32,20,41,36,18,7
2015-fa,"Decoste, Donald J",CHEM 202,4,30,25,35,36,27,25,31,21,9,14,9,12,5
2015-fa,"Rodriguez Lopez, Joaquin",CHEM 222,3,43,23,16,12,7,6,3,0,1,1,0,0,1
2015-fa,"Olson, Dean",CHEM 223,5,21,0,11,46,0,11,7,0,1,2,0,1,0
2015-fa,"Kell, David A",CHEM 232,13,74,41,55,95,71,80,66,47,27,26,16,24,4
2015-fa,"Miller, Shawn",CHEM 233,30,86,89,66,83,34,10,7,6,0,1,3,4,2
2015-fa,"Zimmerman, Steven C",CHEM 236,1,38,12,9,65,13,6,41,16,0,4,0,3,2
2015-fa,"White, M C",CHEM 237,6,25,18,15,25,29,18,20,5,2,1,1,0,1
2015-fa,"Lu, Yi",CHEM 312,5,16,4,9,11,7,1,4,3,1,2,1,0,0
2015-fa,"Gewirth, Andrew A",CHEM 315,2,17,9,9,8,9,5,10,4,0,3,0,2,0
2015-fa,"Weitzel, Alison R",CHEM 317,0,4,5,4,7,4,5,1,1,0,0,0,0,0
2015-fa,"Koerner, Michael",CHEM 332,4,15,12,8,23,16,9,17,11,6,9,1,11,1
2015-fa,"Tucker, Kevin R",CHEM 420,0,7,13,21,32,29,25,18,8,5,1,0,1,0
2015-fa,"Gennis, Robert B",CHEM 440/BIOC 440,4,25,4,8,38,6,7,3,2,0,1,0,1,0
